CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
18124622,1532801856000,DAY,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF 8TH STREET NE,400436.65,135836.34,6,6A,1,108,Cluster 26,008100 3,008100,Precinct 85,38.8903702951,-76.994966894,,1532716999000,1532717101000,356146215,
18106991,1530410812000,EVENING,GUN,ASSAULT W/DANGEROUS WEAPON,1206 - 1299 BLOCK OF 5TH STREET NW,398357.72,137664.92,2,6E,3,308,Cluster 7,004802 2,004802,Precinct 18,38.9068413774,-77.0189343366,,1530399330000,1530408604000,356146216,
18111573,1531035391000,MIDNIGHT,OTHERS,THEFT/OTHER,3700 - 3799 BLOCK OF 12TH STREET NE,400761.43,140829.87,5,5B,5,504,Cluster 20,009504 1,009504,Precinct 68,38.9353534759,-76.9912177356,,1531023431000,1531028798000,356146217,
18034501,1519978287000,MIDNIGHT,OTHERS,ASSAULT W/DANGEROUS WEAPON,1800 - 1805 BLOCK OF CONNECTICUT AVENUE NW,396001.9,138485.84,2,2B,2,208,Cluster 6,004202 2,004202,Precinct 14,38.9142289452,-77.0461000652,DUPONT CIRCLE,1519973034000,1519978264000,356146218,
18020163,1517866625000,EVENING,OTHERS,THEFT F/AUTO,2300 - 2399 BLOCK OF N STREET NW,395597.86,137710.69,2,2B,2,207,Cluster 5,005503 2,005503,Precinct 4,38.9072441999,-77.0507538756,,1517862432000,1517866624000,356146219,
18021595,1518060088000,EVENING,OTHERS,THEFT/OTHER,1200 - 1229 BLOCK OF 1ST STREET NE,399489.6,137576.25,6,6C,5,501,Cluster 25,010601 2,010601,Precinct 144,38.9060439932,-77.0058844882,NOMA,1518046597000,1518046703000,356146220,
18022359,1518197945000,DAY,OTHERS,THEFT/OTHER,1498 - 1589 BLOCK OF SPRING PLACE NW,396942.2,140983.75,1,1A,4,408,Cluster 2,002801 2,002801,Precinct 41,38.9367346817,-77.0352690713,,1517850019000,1517850955000,356146221,
18022800,1518240115000,MIDNIGHT,OTHERS,THEFT/OTHER,800 - 899 BLOCK OF FLORIDA AVENUE NW,397967.04,138778.09,1,1B,3,305,Cluster 3,003500 3,003500,Precinct 37,38.9168683732,-77.0234418984,,1518105607000,1518240113000,356146222,
18025651,1518710661000,DAY,OTHERS,THEFT/OTHER,500 - 503 BLOCK OF 12TH STREET SE,400846.61,134967.78,6,6B,1,106,Cluster 26,006900 1,006900,Precinct 91,38.8825456773,-76.9902425041,,1518701863000,1518710659000,356146223,
18026535,1518815085000,EVENING,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF H STREET NW,399078.88,136928.38,6,6E,1,102,Cluster 8,004702 1,004702,Precinct 1,38.9002074169,-77.0106188799,NOMA,1518813177000,,356146224,
18027531,1518976062000,DAY,OTHERS,MOTOR VEHICLE THEFT,4300 - 4499 BLOCK OF PONDS STREET NE,405325.91,138211.2,7,7D,6,601,Cluster 29,009601 1,009601,Precinct 92,38.9117478526,-76.9385917647,,1518967194000,,356146225,
18028836,1519166527000,EVENING,OTHERS,THEFT/OTHER,6500 - 6599 BLOCK OF GEORGIA AVENUE NW,397633.43,144615.42,4,4A,4,402,Cluster 17,001804 2,001804,Precinct 61,38.9694518736,-77.027308864,,1519163974000,1519164003000,356146226,
18121577,1532394277000,EVENING,OTHERS,THEFT F/AUTO,3029 - 3299 BLOCK OF BUENA VISTA TERRACE SE,402985.66,131495.55,8,8B,7,702,Cluster 36,007502 3,007502,Precinct 115,38.8512617456,-76.9656042352,,1532392546000,1532393145000,356146227,
18013222,1516857446000,MIDNIGHT,OTHERS,THEFT/OTHER,600 - 629 BLOCK OF KENILWORTH TERRACE NE,404308.234145951,136738.2707803238,7,7D,6,601,Cluster 30,009602 3,009602,Precinct 100,38.8984847701,-76.9503348985,,1516822100000,1516827046000,356146228,
18014856,1517035816000,MIDNIGHT,GUN,ROBBERY,1700 - 1799 BLOCK OF JACKSON STREET NE,401719.9,140247.58,5,5B,5,504,Cluster 22,009301 1,009301,Precinct 70,38.9301066771,-76.9801642893,,1517031643000,1517031775000,356146229,
18016053,1517237556000,DAY,OTHERS,THEFT/OTHER,3600 - 3799 BLOCK OF JAMISON STREET NE,404064.01,139635.98,5,5C,5,503,Cluster 24,009000 2,009000,Precinct 139,38.9245894783,-76.9531331516,,1517007643000,1517229030000,356146230,
18017298,1517421041000,DAY,GUN,ROBBERY,228 - 299 BLOCK OF 47TH STREET NE,405649.8,136156.02,7,7C,6,602,Cluster 30,007804 3,007804,Precinct 98,38.8932320451,-76.9348741895,,1517419049000,1517419264000,356146231,
18018407,1517587688000,DAY,OTHERS,THEFT/OTHER,1907 - 1999 BLOCK OF FLORIDA AVENUE NW,396141.17,138608.55,1,1C,3,303,Cluster 1,004002 3,004002,Precinct 25,38.9153349803,-77.0444949033,DUPONT CIRCLE,1517575500000,1517577306000,356146232,
18023556,1518375948000,DAY,OTHERS,THEFT F/AUTO,1600 - 1699 BLOCK OF E STREET SE,401605.7548794431,135000.2014347109,7,6B,1,107,Cluster 26,006802 2,006802,Precinct 91,38.8828366834,-76.9814930008,,1518282005000,1518310847000,356146233,
18041230,1521023283000,MIDNIGHT,KNIFE,ASSAULT W/DANGEROUS WEAPON,6600 - 6699 BLOCK OF BLAIR ROAD NW,398669.26,144743.85,4,4B,4,401,Cluster 17,001702 1,001702,Precinct 63,38.9706109822,-77.015356228,,1521019745000,,356146234,
18042896,1521250620000,EVENING,OTHERS,MOTOR VEHICLE THEFT,4800 - 4899 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,405836.97,136773.2,7,7C,6,602,Cluster 31,007804 1,007804,Precinct 98,38.8987906035,-76.932711419,,1521210633000,1521239459000,356146235,
18068423,1525056047000,EVENING,OTHERS,THEFT/OTHER,600 - 669 BLOCK OF PENNSYLVANIA AVENUE SE,400232.9162861691,135255.0955789474,6,6B,1,107,Cluster 26,006500 1,006500,Precinct 89,38.8851343032,-76.9973154556,CAPITOL HILL,1525038548000,1525040961000,356146236,
18068899,1525122469000,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,1525118490000,1525122481000,356146237,
18010844,1516478561000,EVENING,OTHERS,THEFT F/AUTO,104 - 1599 BLOCK OF HARRY THOMAS WAY NE,399823.49,138211.6,5,5E,5,502,Cluster 21,008702 2,008702,Precinct 75,38.9117675751,-77.002035177,NOMA,1516474901000,1516478560000,356146238,
18012908,1516767485000,MIDNIGHT,OTHERS,THEFT F/AUTO,703 - 799 BLOCK OF 9TH STREET NW,397921.04,136842.46,2,2C,2,209,Cluster 8,005802 5,005802,Precinct 129,38.8994314429,-77.023966461,DOWNTOWN,1516753523000,1516754621000,356146239,
18013745,1516903398000,DAY,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF F STREET NW,397700.46,136611.23,2,2C,2,209,Cluster 8,005802 5,005802,Precinct 129,38.8973478904,-77.0265085554,DOWNTOWN,1516900241000,1516900540000,356146240,
18117433,1531848192000,DAY,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF 4TH STREET NE,400121.38,137998.9,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.9098515103,-76.9986005147,,1531846241000,1531847144000,356146241,
18006994,1515878261000,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,1515875030000,1515878261000,356146242,
18007362,1515945106000,DAY,OTHERS,MOTOR VEHICLE THEFT,100 - 199 BLOCK OF RANDOLPH PLACE NW,398862.01,138386.67,5,5E,3,308,Cluster 21,003302 1,003302,Precinct 19,38.9133439458,-77.0131214227,,1515902455000,1515934840000,356146243,
18007547,1515974300000,EVENING,OTHERS,THEFT/OTHER,3100 - 3199 BLOCK OF M STREET NW,394622.45,137482.75,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,38.905185411,-77.0619979449,GEORGETOWN,1515972831000,1515972856000,356146244,
18065582,1524617475000,EVENING,OTHERS,THEFT F/AUTO,2008 - 2099 BLOCK OF N STREET NW,395996.2,137710.31,2,2B,2,208,Cluster 6,005502 3,005502,Precinct 14,38.9072426815,-77.0461612673,,1524603626000,1524614433000,356146245,
18214036,1545099669000,EVENING,OTHERS,THEFT F/AUTO,3400 - 3499 BLOCK OF PROSPECT STREET NW,394067.97,137563.57,2,2E,2,206,Cluster 4,000202 3,000202,Precinct 6,38.9059098984,-77.0683912582,,1545084042000,1545094856000,356146248,
18215019,1545243623000,DAY,OTHERS,THEFT F/AUTO,500 - 529 BLOCK OF NICHOLSON STREET NE,399952.4,143603.23,4,4B,4,406,Cluster 19,009505 3,009505,Precinct 65,38.9603370025,-77.0005492065,,1545239020000,1545243667000,356146249,
18204411,1543741949000,MIDNIGHT,OTHERS,THEFT F/AUTO,3036 - 3099 BLOCK OF M STREET NW,394737.36,137483.94,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,38.9051968264,-77.0606731533,GEORGETOWN,1543737704000,1543740176000,356146252,
18205996,1543980821000,EVENING,OTHERS,BURGLARY,4355 - 4379 BLOCK OF SOUTHERN AVENUE SE,405579.4,133838.89,7,7E,6,605,Cluster 32,009902 1,009902,Precinct 106,38.872358899,-76.935704509,,1543964698000,1543980828000,356146253,
18016528,1517286702000,MIDNIGHT,OTHERS,THEFT/OTHER,800 - 899 BLOCK OF 7TH STREET NW,398099.0,136943.45,2,2C,1,101,Cluster 8,005801 2,005801,Precinct 129,38.9003415999,-77.0219151997,DOWNTOWN,1517282689000,1517285962000,356146258,
18049264,1522261923000,DAY,OTHERS,ASSAULT W/DANGEROUS WEAPON,2200 - 2399 BLOCK OF PAYNE TERRACE SE,400957.5601588415,132755.4614966277,8,8A,7,701,Cluster 28,007503 2,007503,Precinct 114,38.86261611,-76.9889668439,,1522256792000,,356146260,
18081204,1526854218000,EVENING,KNIFE,ROBBERY,1562 - 1699 BLOCK OF FORT DUPONT STREET SE,404705.81,133118.0,7,7E,6,605,Cluster 34,009902 2,009902,Precinct 110,38.8658699384,-76.9457764548,,1526842977000,,356146261,
18206969,1544117990000,DAY,OTHERS,THEFT/OTHER,2501 - 2600 BLOCK OF NAYLOR ROAD SE,402567.11,133328.62,7,7B,6,607,Cluster 34,007604 1,007604,Precinct 111,38.867776133,-76.9704192228,,1544014814000,1544086822000,356146277,
18084313,1527280980000,EVENING,OTHERS,THEFT F/AUTO,1700 - 1799 BLOCK OF N STREET NW,396522.7,137709.93,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 15,38.9072414989,-77.0400910561,,1527219025000,1527229835000,356146280,
18135280,1534301292000,EVENING,OTHERS,THEFT F/AUTO,600 - 699 BLOCK OF NEW YORK AVENUE NW,398187.03,137264.17,2,6E,3,308,Cluster 8,004802 2,004802,Precinct 18,38.9032309456,-77.0209012146,,1534297916000,,356146338,
18137921,1534666175000,MIDNIGHT,OTHERS,THEFT/OTHER,1815 - 1999 BLOCK OF BRYANT STREET NE,401980.69,139268.64,5,5C,5,505,Cluster 22,011100 3,011100,Precinct 72,38.9212875273,-76.9771594074,,1534658674000,,356146339,
18138760,1534791620000,DAY,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF MASSACHUSETTS AVENUE NW,397829.91,137265.25,2,2F,3,307,Cluster 8,004902 3,004902,Precinct 129,38.9032398655,-77.0250183526,,1534786553000,1534788882000,356146340,
18140105,1534971672000,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF P STREET NW,397609.7,137976.49,2,2F,3,307,Cluster 7,005004 2,005004,Precinct 17,38.9096463914,-77.0275595666,,1534969030000,,356146341,
18140318,1534987807000,EVENING,OTHERS,BURGLARY,400 - 499 BLOCK OF 11TH STREET NE,400734.68,136400.3,6,6A,1,108,Cluster 25,008100 1,008100,Precinct 85,38.8954504567,-76.9915310074,,1534982098000,1534982441000,356146342,
18141946,1535202288000,DAY,OTHERS,MOTOR VEHICLE THEFT,900 - 999 BLOCK OF 17TH STREET NW,396578.06,137120.46,2,2B,2,207,Cluster 6,010700 1,010700,Precinct 17,38.901931564,-77.0394498536,GOLDEN TRIANGLE,1535151650000,1535189460000,356146343,
18142506,1535256000000,MIDNIGHT,GUN,HOMICIDE,600 - 699 BLOCK OF 46TH PLACE SE,405593.4359391436,134807.6114505321,7,7F,6,604,Cluster 33,009907 2,009907,Precinct 103,38.8810854334,-76.9355348796,,1535262930000,1535270543000,356146344,
18079338,1526573578000,DAY,OTHERS,THEFT F/AUTO,1600 - 1649 BLOCK OF LANIER PLACE NW,396597.63,139873.33,1,1C,3,303,Cluster 1,003901 1,003901,Precinct 35,38.9267304128,-77.0392378819,,1526479213000,1526488217000,356146352,
18082751,1527056711000,MIDNIGHT,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF 8TH STREET SE,400436.0624943576,135043.8150987513,6,6B,1,106,Cluster 26,007000 2,007000,Precinct 90,38.8832309303,-76.9949741689,CAPITOL HILL,1527053234000,1527053444000,356146353,
18120761,1532286856000,EVENING,OTHERS,THEFT F/AUTO,700 - 799 BLOCK OF 8TH STREET NW,398010.07,136809.5,2,2C,1,101,Cluster 8,005802 5,005802,Precinct 129,38.8991347335,-77.0229400188,DOWNTOWN,1532217634000,1532224833000,356146409,
18122191,1532482572000,EVENING,OTHERS,THEFT/OTHER,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,400840.66,139142.94,5,5C,5,505,Cluster 22,009102 4,009102,Precinct 72,38.9201570109,-76.9903059701,,1532476259000,1532482617000,356146410,
18166635,1538501927000,DAY,OTHERS,SEX ABUSE,50 - 99 BLOCK OF Q STREET SW,399009.61,133657.94,6,6D,1,105,Cluster 9,006400 2,006400,Precinct 127,38.8707459706,-77.0114127266,CAPITOL RIVERFRONT,1538493942000,1538494380000,356146424,
18166683,1538506709000,DAY,OTHERS,THEFT/OTHER,900 - 998 BLOCK OF RANDOLPH STREET NW,397750.79,141199.53,4,4C,4,404,Cluster 18,002503 2,002503,Precinct 47,38.9386809337,-77.0259433947,,1538499903000,1538501442000,356146425,
18020950,1517965907000,EVENING,OTHERS,THEFT/OTHER,2300 - 2499 BLOCK OF WASHINGTON PLACE NE,400541.5,139301.4,5,5C,5,505,Cluster 22,009102 4,009102,Precinct 72,38.9215847053,-76.9937555941,,1517962854000,1517965907000,356146433,
18024447,1518502848000,MIDNIGHT,GUN,ROBBERY,1900 - 1999 BLOCK OF 9TH STREET NW,397921.52,138712.81,1,1B,3,305,Cluster 3,004402 2,004402,Precinct 137,38.9162802028,-77.0239665883,,1518498138000,1518498456000,356146434,
18111256,1530993056000,EVENING,OTHERS,THEFT/OTHER,4400 - 4599 BLOCK OF GAULT PLACE NE,405387.7249949527,136802.3240923832,7,7C,6,602,Cluster 30,007804 1,007804,Precinct 98,38.8990558319,-76.9378900846,,1530626411000,1530986417000,356146460,
18111384,1531009635000,EVENING,OTHERS,MOTOR VEHICLE THEFT,3500 - 3505 BLOCK OF 14TH STREET NW,397162.02,140763.61,1,1A,4,408,Cluster 2,002801 2,002801,Precinct 41,38.9347523324,-77.032732728,,1531004916000,,356146461,
18112479,1531196685000,MIDNIGHT,OTHERS,THEFT/OTHER,1811 - 1899 BLOCK OF CONNECTICUT AVENUE NW,395984.38,138616.92,1,1C,3,303,Cluster 1,004002 3,004002,Precinct 25,38.9154096776,-77.046302846,DUPONT CIRCLE,1530562504000,1530568684000,356146462,
18112512,1531176305000,EVENING,OTHERS,MOTOR VEHICLE THEFT,1 - 99 BLOCK OF M STREET NE,399351.72,137531.68,6,6C,5,501,Cluster 25,010603 2,010603,Precinct 144,38.9056424003,-77.007474088,NOMA,1531172724000,,356146463,
18112744,1531214850000,MIDNIGHT,OTHERS,THEFT/OTHER,2500 - 2599 BLOCK OF SAVANNAH STREET SE,402765.9194245198,131175.3820071614,8,8B,7,704,Cluster 38,007409 1,007409,Precinct 116,38.8483782514,-76.9681370046,,1531211397000,,356146464,
18115411,1531569756000,DAY,OTHERS,MOTOR VEHICLE THEFT,5500 - 5599 BLOCK OF 7TH STREET NW,398063.74,143223.22,4,4D,4,403,Cluster 18,002101 2,002101,Precinct 56,38.9569116411,-77.0223394016,,1531535402000,1531564254000,356146465,
18116803,1531772236000,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF BUENA VISTA TERRACE SE,402911.3273606547,131429.3629353971,8,8B,7,702,Cluster 36,007502 3,007502,Precinct 115,38.850665753,-76.9664608512,,1531766993000,1531767035000,356146466,
18133782,1534083225000,DAY,OTHERS,THEFT F/AUTO,4700 - 4799 BLOCK OF 6TH PLACE NE,400167.1,142196.2,5,5A,4,405,Cluster 20,009509 3,009509,Precinct 66,38.9476620856,-76.998072351,,1534080625000,1534083054000,356146468,
18134037,1534118682000,EVENING,OTHERS,MOTOR VEHICLE THEFT,1630 - 1699 BLOCK OF EUCLID STREET NW,396671.79,139479.36,1,1C,3,303,Cluster 1,003802 2,003802,Precinct 35,38.9231816904,-77.0383807205,,1534103132000,1534109410000,356146469,
18219427,1545950697000,EVENING,OTHERS,THEFT F/AUTO,4000 - 4121 BLOCK OF MINNESOTA AVENUE NE,404541.47,136535.38,7,7F,6,602,Cluster 30,007803 1,007803,Precinct 99,38.8966558827,-76.9476475094,,1545869094000,1545927642000,356146471,
18220075,1546025423000,DAY,OTHERS,THEFT F/AUTO,1100 - 1299 BLOCK OF LAMONT STREET NW,397498.59,140312.79,1,1A,3,302,Cluster 2,003000 1,003000,Precinct 39,38.9306922316,-77.0288491499,,1546011035000,1546021837000,356146472,
18400325,1519675227000,DAY,OTHERS,THEFT F/AUTO,3601 - 3699 BLOCK OF 16TH STREET NW,396840.0,141025.93,1,1A,4,408,Cluster 2,002801 2,002801,Precinct 41,38.93711429,-77.0364480537,,1519624200000,1519641000000,356146473,
18112242,1531157590000,DAY,OTHERS,THEFT/OTHER,724 - 999 BLOCK OF 1ST STREET NE,399446.6,137021.8,6,6C,1,102,Cluster 25,010603 1,010603,Precinct 144,38.9010492861,-77.0063797958,NOMA,1531142561000,1531148276000,356146474,
18169457,1538861479000,EVENING,OTHERS,THEFT F/AUTO,800 - 899 BLOCK OF T STREET NW,397965.7,138634.15,1,1B,3,305,Cluster 3,004402 2,004402,Precinct 137,38.9155717108,-77.0234569234,,1538789433000,1538796653000,356146503,
18051639,1522616958000,EVENING,OTHERS,BURGLARY,4500 - 4599 BLOCK OF B STREET SE,405528.3263070833,135590.6264592588,7,7E,6,604,Cluster 33,009906 1,009906,Precinct 104,38.8881395425,-76.9362789777,,1522592903000,1522596940000,356147265,
18105334,1530192516000,DAY,OTHERS,THEFT F/AUTO,1118 - 1143 BLOCK OF 6TH STREET NE,400135.05,137425.21,6,6C,5,501,Cluster 25,010602 1,010602,Precinct 83,38.9046835099,-76.9984430153,,1530189851000,1530191207000,356146930,
18110495,1530904086000,EVENING,OTHERS,THEFT/OTHER,1811 - 1899 BLOCK OF CONNECTICUT AVENUE NW,395984.38,138616.92,1,1C,3,303,Cluster 1,004002 3,004002,Precinct 25,38.9154096776,-77.046302846,DUPONT CIRCLE,1530891819000,1530898758000,356146931,
18204999,1543843248000,DAY,OTHERS,THEFT F/AUTO,100 - 149 BLOCK OF 14TH STREET SE,401256.91,135605.2,6,6B,1,107,Cluster 26,006700 1,006700,Precinct 88,38.8882873091,-76.9855124778,,1543841744000,1543843372000,356146941,
18205308,1543878643000,EVENING,OTHERS,THEFT/OTHER,1600 - 1779 BLOCK OF NEW YORK AVENUE NE,401728.26,138813.54,5,5C,5,505,Cluster 22,009102 3,009102,Precinct 76,38.9171883705,-76.9800714834,,1543439466000,1543525870000,356146942,
18193847,1542245891000,EVENING,OTHERS,THEFT/OTHER,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,400840.66,139142.94,5,5C,5,505,Cluster 22,009102 3,009102,Precinct 72,38.9201570109,-76.9903059701,,1542235223000,1542235334000,356146947,
18037441,1520446599000,DAY,OTHERS,THEFT/OTHER,5900 - 5999 BLOCK OF GEORGIA AVENUE NW,397577.63,143785.94,4,4B,4,402,Cluster 17,001901 1,001901,Precinct 58,38.9619795615,-77.0279498335,,1520438410000,1520446585000,356146987,
18008712,1516156834000,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF 10TH STREET NW,397746.0,137450.41,2,2F,3,307,Cluster 8,004902 3,004902,Precinct 129,38.9049076407,-77.0259863348,,1516156037000,1516156827000,356146995,
18009574,1516305776000,EVENING,OTHERS,THEFT F/AUTO,600 - 699 BLOCK OF H STREET NW,398185.99,136884.63,2,2C,1,101,Cluster 8,005801 2,005801,Precinct 129,38.8998119121,-77.0209122021,DOWNTOWN,1516293013000,1516297548000,356146996,
18031095,1519494483000,DAY,OTHERS,THEFT F/AUTO,2 - 32 BLOCK OF T STREET NE,399274.73,138633.06,5,5E,5,502,Cluster 21,008701 1,008701,Precinct 75,38.9155639469,-77.0083628771,,1519479664000,1519483957000,356146997,
18126006,1533000346000,EVENING,OTHERS,THEFT/OTHER,500 - 503 BLOCK OF 12TH STREET SE,400846.61,134967.78,6,6B,1,106,Cluster 26,006900 1,006900,Precinct 91,38.8825456773,-76.9902425041,,1532987445000,1532988621000,356147030,
18206591,1544055738000,EVENING,OTHERS,THEFT/OTHER,1900 - 1999 BLOCK OF R STREET NW,396170.71,138305.47,2,2B,2,208,Cluster 6,004202 1,004202,Precinct 14,38.9126048635,-77.0441525971,,1544047658000,1544055749000,356147038,
18208771,1544353378000,MIDNIGHT,OTHERS,THEFT/OTHER,700 - 799 BLOCK OF 15TH STREET SE,401418.6679032695,134721.0185224518,6,6B,1,107,Cluster 26,006802 2,006802,Precinct 91,38.8803220173,-76.983649833,,1544350087000,1544351291000,356147039,
18128596,1533343031000,EVENING,OTHERS,BURGLARY,4700 - 4949 BLOCK OF NORTH CAPITOL STREET,399238.95,142381.81,5,5A,4,405,Cluster 19,009510 1,009510,Precinct 44,38.9493337981,-77.008779603,,1533333603000,,356147044,
18205562,1543910262000,MIDNIGHT,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF VERMONT AVENUE NW,397171.11,137408.25,2,2F,2,207,Cluster 8,010100 3,010100,Precinct 17,38.9045261865,-77.0326140595,DOWNTOWN,1543908010000,1543908247000,356147081,
18205614,1543932860000,DAY,OTHERS,BURGLARY,100 - 199 BLOCK OF 11TH STREET SE,400735.042142635,135618.7317712849,6,6B,1,107,Cluster 26,006700 2,006700,Precinct 88,38.8884097996,-76.991527669,,1543885257000,1543921205000,356147082,
18206108,1543979383000,EVENING,OTHERS,THEFT/OTHER,2300 - 2499 BLOCK OF WASHINGTON PLACE NE,400541.5,139301.4,5,5C,5,505,Cluster 22,009102 4,009102,Precinct 72,38.9215847053,-76.9937555941,,1543976469000,1543976543000,356147083,
18209341,1544466165000,DAY,OTHERS,THEFT F/AUTO,5100 - 5199 BLOCK OF 52ND COURT NW,391137.71,141835.37,3,3D,2,205,Cluster 13,000904 2,000904,Precinct 9,38.9443669421,-77.1022297921,,1544414451000,1544439609000,356147108,
18213083,1544969483000,DAY,OTHERS,THEFT/OTHER,900 - 979 BLOCK OF 7TH STREET NW,398098.96,137070.45,2,2C,1,101,Cluster 8,005802 5,005802,Precinct 129,38.9014856611,-77.0219160124,DOWNTOWN,1544954451000,1544954740000,356147109,
18213347,1545083241000,EVENING,OTHERS,THEFT F/AUTO,2240 - 2399 BLOCK OF SOUTH DAKOTA AVENUE NE,403550.44,139245.1,5,5C,5,503,Cluster 24,011100 1,011100,Precinct 71,38.9210705313,-76.9590577483,,1545001163000,1545006943000,356147110,
18066164,1524705393000,EVENING,OTHERS,THEFT/OTHER,901 - 1098 BLOCK OF BRENTWOOD ROAD NE,400643.56,138931.92,5,5C,5,505,Cluster 22,009102 3,009102,Precinct 72,38.9182562402,-76.992579017,,1524704395000,,356147133,
18048746,1522176772000,DAY,OTHERS,THEFT/OTHER,2500 - 2599 BLOCK OF L STREET NW,395293.58,137321.78,2,2A,2,207,Cluster 5,005601 2,005601,Precinct 4,38.9037391866,-77.0542593647,,1522173442000,1522176787000,356147134,
18176922,1539904752000,EVENING,OTHERS,MOTOR VEHICLE THEFT,2501 - 2599 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400478.38,132509.51,8,8C,7,703,Cluster 37,007401 2,007401,Precinct 119,38.8604008672,-76.9944882028,ANACOSTIA,1539885632000,1539900037000,356147137,
18177927,1540047342000,DAY,OTHERS,THEFT F/AUTO,600 - 699 BLOCK OF U STREET NW,398218.36,138732.39,1,1B,3,306,Cluster 3,003400 3,003400,Precinct 37,38.9164572379,-77.0205438292,,1540042454000,,356147138,
18189345,1541628872000,EVENING,OTHERS,THEFT/OTHER,1805 - 1999 BLOCK OF RHODE ISLAND AVENUE NE,401978.56,140078.66,5,5C,5,505,Cluster 22,011100 2,011100,Precinct 72,38.9285844491,-76.977181635,,1541627000000,,356147230,
18174357,1539549040000,EVENING,OTHERS,THEFT F/AUTO,900 - 999 BLOCK OF 2ND STREET SE,399694.7577576697,134557.1102982997,8,6D,1,106,Cluster 27,007203 4,007203,Precinct 131,38.8788465595,-77.0035178483,CAPITOL RIVERFRONT,1539531052000,1539544819000,356147232,
18169921,1538932885000,DAY,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF 8TH STREET NW,398008.01,136402.13,2,2C,1,102,Cluster 8,005802 4,005802,Precinct 143,38.8954649922,-77.0229625853,DOWNTOWN,1538929409000,1538929557000,356146570,
